transaction_id,date,customer_id,region,item_id,item_name,quantity,unit_price,discount_applied,total_revenue,cost_of_goods,profit
TXN001009,2025-04-13,C0063,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001010,2025-04-13,C0176,North America,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN001011,2025-04-13,C0016,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001012,2025-04-13,C0146,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001013,2025-04-13,C0120,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001014,2025-04-14,C0153,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001015,2025-04-14,C0078,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001016,2025-04-14,C0004,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001017,2025-04-14,C0190,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001018,2025-04-14,C0005,Asia-Pacific,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001019,2025-04-14,C0070,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001020,2025-04-14,C0083,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001021,2025-04-14,C0171,Asia-Pacific,102,Pro Noise-Cancel Headphones,3,180,0.0,540.0,285,255.0
TXN001022,2025-04-14,C0122,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001023,2025-04-14,C0122,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001024,2025-04-14,C0142,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001025,2025-04-14,C0008,Domestic,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001026,2025-04-14,C0007,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001027,2025-04-14,C0089,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001028,2025-04-14,C0163,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001029,2025-04-15,C0119,Europe,103,Ergonomic Laptop Stand,3,45,0.0,135.0,60,75.0
TXN001030,2025-04-15,C0039,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001031,2025-04-15,C0148,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001032,2025-04-15,C0167,Asia-Pacific,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001033,2025-04-15,C0025,Europe,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN001034,2025-04-15,C0022,North America,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001035,2025-04-15,C0156,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001036,2025-04-15,C0147,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001037,2025-04-15,C0144,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001038,2025-04-15,C0011,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001039,2025-04-16,C0033,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001040,2025-04-16,C0069,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001041,2025-04-16,C0078,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001042,2025-04-16,C0126,North America,109,LED Desk Lamp,2,50,0.0,100.0,50,50.0
TXN001043,2025-04-16,C0183,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001044,2025-04-16,C0117,Domestic,112,Standing Desk Frame,3,350,0.1,945.0,600,345.0
TXN001045,2025-04-16,C0122,Europe,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN001046,2025-04-16,C0197,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001047,2025-04-17,C0188,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001048,2025-04-17,C0200,North America,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN001049,2025-04-17,C0111,Asia-Pacific,106,"4K Ultra Monitor 27""",3,400,0.1,1080.0,840,240.0
TXN001050,2025-04-17,C0034,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001051,2025-04-17,C0114,Europe,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001052,2025-04-17,C0034,Asia-Pacific,107,RGB Mech Keyboard,3,120,0.0,360.0,210,150.0
TXN001053,2025-04-17,C0003,Europe,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001054,2025-04-17,C0021,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001055,2025-04-17,C0125,Asia-Pacific,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001056,2025-04-17,C0039,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001057,2025-04-18,C0146,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001058,2025-04-18,C0056,North America,104,Wireless Optical Mouse,2,30,0.0,60.0,24,36.0
TXN001059,2025-04-18,C0100,Asia-Pacific,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001060,2025-04-18,C0057,Asia-Pacific,103,Ergonomic Laptop Stand,3,45,0.0,135.0,60,75.0
TXN001061,2025-04-18,C0019,Asia-Pacific,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001062,2025-04-18,C0154,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001063,2025-04-18,C0166,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001064,2025-04-18,C0017,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001065,2025-04-18,C0085,Asia-Pacific,104,Wireless Optical Mouse,2,30,0.0,60.0,24,36.0
TXN001066,2025-04-18,C0153,Domestic,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001067,2025-04-18,C0019,Asia-Pacific,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN001068,2025-04-18,C0170,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001069,2025-04-18,C0127,Asia-Pacific,110,Portable Bluetooth Speaker,3,80,0.0,240.0,135,105.0
TXN001070,2025-04-18,C0114,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001071,2025-04-18,C0105,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001072,2025-04-19,C0055,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001073,2025-04-19,C0094,Domestic,106,"4K Ultra Monitor 27""",3,400,0.1,1080.0,840,240.0
TXN001074,2025-04-19,C0158,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001075,2025-04-19,C0039,Europe,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN001076,2025-04-19,C0049,Domestic,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001077,2025-04-19,C0141,Domestic,104,Wireless Optical Mouse,3,30,0.0,90.0,36,54.0
TXN001078,2025-04-19,C0121,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001079,2025-04-20,C0035,Europe,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001080,2025-04-20,C0166,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001081,2025-04-20,C0033,Europe,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001082,2025-04-20,C0055,Europe,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001083,2025-04-20,C0119,Europe,102,Pro Noise-Cancel Headphones,3,180,0.0,540.0,285,255.0
TXN001084,2025-04-20,C0057,Asia-Pacific,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001085,2025-04-20,C0139,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001086,2025-04-21,C0171,Asia-Pacific,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001087,2025-04-21,C0154,Domestic,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001088,2025-04-21,C0173,North America,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001089,2025-04-21,C0039,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001090,2025-04-21,C0033,Europe,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001091,2025-04-21,C0086,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001092,2025-04-21,C0002,Domestic,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001093,2025-04-21,C0182,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001094,2025-04-21,C0009,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001095,2025-04-21,C0083,North America,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001096,2025-04-21,C0076,Domestic,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001097,2025-04-21,C0061,Europe,104,Wireless Optical Mouse,2,30,0.0,60.0,24,36.0
TXN001098,2025-04-21,C0028,Domestic,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN001099,2025-04-22,C0076,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001100,2025-04-22,C0020,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001101,2025-04-22,C0135,North America,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN001102,2025-04-22,C0112,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001103,2025-04-22,C0150,Europe,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN001104,2025-04-22,C0182,North America,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN001105,2025-04-22,C0081,North America,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001106,2025-04-22,C0069,Asia-Pacific,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001107,2025-04-22,C0112,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001108,2025-04-22,C0189,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001109,2025-04-22,C0096,Asia-Pacific,107,RGB Mech Keyboard,3,120,0.0,360.0,210,150.0
TXN001110,2025-04-23,C0196,Domestic,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001111,2025-04-23,C0113,Europe,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN001112,2025-04-23,C0120,North America,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001113,2025-04-23,C0128,North America,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001114,2025-04-23,C0079,Europe,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001115,2025-04-23,C0003,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001116,2025-04-23,C0120,North America,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN001117,2025-04-23,C0101,Asia-Pacific,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001118,2025-04-23,C0115,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001119,2025-04-23,C0072,Domestic,112,Standing Desk Frame,3,350,0.1,945.0,600,345.0
TXN001120,2025-04-23,C0092,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001121,2025-04-24,C0050,Asia-Pacific,111,Webcam 1080p,3,75,0.0,225.0,120,105.0
TXN001122,2025-04-24,C0009,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001123,2025-04-24,C0015,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001124,2025-04-24,C0008,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001125,2025-04-24,C0050,Asia-Pacific,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN001126,2025-04-24,C0168,Asia-Pacific,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001127,2025-04-24,C0172,Asia-Pacific,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001128,2025-04-24,C0173,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001129,2025-04-24,C0067,Asia-Pacific,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001130,2025-04-24,C0137,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001131,2025-04-24,C0178,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001132,2025-04-24,C0041,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001133,2025-04-24,C0178,Domestic,109,LED Desk Lamp,2,50,0.0,100.0,50,50.0
TXN001134,2025-04-24,C0031,Asia-Pacific,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN001135,2025-04-24,C0134,Domestic,109,LED Desk Lamp,2,50,0.0,100.0,50,50.0
TXN001136,2025-04-25,C0083,North America,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN001137,2025-04-25,C0027,North America,107,RGB Mech Keyboard,3,120,0.0,360.0,210,150.0
TXN001138,2025-04-25,C0030,Asia-Pacific,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001139,2025-04-25,C0183,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001140,2025-04-25,C0140,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001141,2025-04-25,C0154,Domestic,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN001142,2025-04-25,C0187,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001143,2025-04-26,C0033,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001144,2025-04-26,C0048,Asia-Pacific,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN001145,2025-04-26,C0053,North America,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN001146,2025-04-26,C0120,North America,112,Standing Desk Frame,2,350,0.1,630.0,400,230.0
TXN001147,2025-04-26,C0060,Domestic,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001148,2025-04-26,C0143,Domestic,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001149,2025-04-26,C0062,Domestic,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001150,2025-04-26,C0181,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001151,2025-04-26,C0135,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001152,2025-04-26,C0192,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001153,2025-04-26,C0128,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001154,2025-04-26,C0083,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001155,2025-04-26,C0178,Domestic,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001156,2025-04-26,C0194,Asia-Pacific,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001157,2025-04-26,C0060,Domestic,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001158,2025-04-26,C0148,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001159,2025-04-27,C0156,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001160,2025-04-27,C0026,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001161,2025-04-27,C0017,North America,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN001162,2025-04-27,C0046,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001163,2025-04-27,C0064,Europe,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001164,2025-04-27,C0023,North America,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001165,2025-04-27,C0138,Asia-Pacific,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001166,2025-04-27,C0132,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001167,2025-04-27,C0045,Domestic,101,Smart Watch X1,3,250,0.0,750.0,420,330.0
TXN001168,2025-04-27,C0132,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001169,2025-04-27,C0092,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001170,2025-04-27,C0100,Asia-Pacific,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001171,2025-04-27,C0038,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001172,2025-04-27,C0200,North America,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001173,2025-04-27,C0132,Europe,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN001174,2025-04-27,C0193,Europe,112,Standing Desk Frame,2,350,0.1,630.0,400,230.0
TXN001175,2025-04-28,C0183,North America,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001176,2025-04-28,C0139,Europe,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN001177,2025-04-28,C0014,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001178,2025-04-28,C0104,Europe,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN001179,2025-04-28,C0076,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001180,2025-04-28,C0133,Domestic,106,"4K Ultra Monitor 27""",2,400,0.1,720.0,560,160.0
TXN001181,2025-04-28,C0160,North America,112,Standing Desk Frame,3,350,0.1,945.0,600,345.0
TXN001182,2025-04-28,C0176,North America,103,Ergonomic Laptop Stand,2,45,0.0,90.0,40,50.0
TXN001183,2025-04-28,C0126,North America,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001184,2025-04-28,C0172,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001185,2025-04-28,C0049,Domestic,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001186,2025-04-28,C0092,Europe,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001187,2025-04-28,C0122,Europe,109,LED Desk Lamp,2,50,0.0,100.0,50,50.0
TXN001188,2025-04-28,C0108,Europe,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001189,2025-04-28,C0075,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001190,2025-04-29,C0033,Europe,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
TXN001191,2025-04-29,C0117,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001192,2025-04-29,C0126,North America,105,USB-C Multi-Hub,3,40,0.0,120.0,54,66.0
TXN001193,2025-04-29,C0174,Europe,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN001194,2025-04-29,C0115,Domestic,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001195,2025-04-29,C0131,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001196,2025-04-29,C0195,Europe,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN001197,2025-04-29,C0040,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001198,2025-04-29,C0111,Asia-Pacific,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001199,2025-04-29,C0078,North America,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN001200,2025-04-29,C0166,North America,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN001201,2025-04-29,C0059,Europe,103,Ergonomic Laptop Stand,2,45,0.0,90.0,40,50.0
TXN001202,2025-04-29,C0127,Asia-Pacific,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001203,2025-04-30,C0079,Europe,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN001204,2025-04-30,C0023,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001205,2025-04-30,C0118,Domestic,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001206,2025-04-30,C0053,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001207,2025-04-30,C0145,Domestic,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001208,2025-04-30,C0057,Asia-Pacific,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001209,2025-04-30,C0049,Domestic,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001210,2025-05-01,C0013,Europe,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001211,2025-05-01,C0114,Europe,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001212,2025-05-01,C0014,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001213,2025-05-01,C0168,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001214,2025-05-01,C0156,Europe,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001215,2025-05-01,C0153,Domestic,108,Gaming Chair Pro,1,250,0.0,250.0,150,100.0
TXN001216,2025-05-01,C0090,Europe,106,"4K Ultra Monitor 27""",3,400,0.1,1080.0,840,240.0
TXN001217,2025-05-01,C0010,Asia-Pacific,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001218,2025-05-01,C0041,Domestic,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001219,2025-05-01,C0174,Europe,112,Standing Desk Frame,2,350,0.1,630.0,400,230.0
TXN001220,2025-05-01,C0038,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001221,2025-05-01,C0070,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001222,2025-05-01,C0072,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001223,2025-05-02,C0176,North America,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001224,2025-05-02,C0003,Europe,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001225,2025-05-02,C0160,North America,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001226,2025-05-02,C0175,Domestic,110,Portable Bluetooth Speaker,3,80,0.0,240.0,135,105.0
TXN001227,2025-05-02,C0145,Domestic,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001228,2025-05-02,C0198,Domestic,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN001229,2025-05-03,C0084,North America,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001230,2025-05-03,C0071,Domestic,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001231,2025-05-03,C0197,Europe,109,LED Desk Lamp,3,50,0.0,150.0,75,75.0
TXN001232,2025-05-03,C0154,Domestic,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001233,2025-05-03,C0031,Asia-Pacific,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001234,2025-05-03,C0130,Asia-Pacific,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001235,2025-05-03,C0157,Europe,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001236,2025-05-03,C0082,Europe,103,Ergonomic Laptop Stand,2,45,0.0,90.0,40,50.0
TXN001237,2025-05-03,C0123,Europe,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001238,2025-05-03,C0017,North America,105,USB-C Multi-Hub,2,40,0.0,80.0,36,44.0
TXN001239,2025-05-03,C0122,Europe,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN001240,2025-05-03,C0167,Asia-Pacific,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001241,2025-05-03,C0087,North America,108,Gaming Chair Pro,3,250,0.0,750.0,450,300.0
TXN001242,2025-05-03,C0048,Asia-Pacific,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001243,2025-05-03,C0103,North America,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001244,2025-05-03,C0095,North America,106,"4K Ultra Monitor 27""",1,400,0.0,400.0,280,120.0
TXN001245,2025-05-03,C0111,Asia-Pacific,101,Smart Watch X1,2,250,0.0,500.0,280,220.0
TXN001246,2025-05-03,C0039,Europe,102,Pro Noise-Cancel Headphones,1,180,0.0,180.0,95,85.0
TXN001247,2025-05-03,C0160,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001248,2025-05-03,C0166,North America,110,Portable Bluetooth Speaker,3,80,0.0,240.0,135,105.0
TXN001249,2025-05-03,C0040,Europe,110,Portable Bluetooth Speaker,2,80,0.0,160.0,90,70.0
TXN001250,2025-05-04,C0086,North America,111,Webcam 1080p,1,75,0.0,75.0,40,35.0
TXN001251,2025-05-04,C0081,North America,108,Gaming Chair Pro,2,250,0.0,500.0,300,200.0
TXN001252,2025-05-04,C0173,North America,110,Portable Bluetooth Speaker,1,80,0.0,80.0,45,35.0
TXN001253,2025-05-04,C0015,Europe,111,Webcam 1080p,2,75,0.0,150.0,80,70.0
TXN001254,2025-05-04,C0160,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001255,2025-05-04,C0033,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001256,2025-05-04,C0074,Asia-Pacific,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001257,2025-05-04,C0039,Europe,109,LED Desk Lamp,1,50,0.0,50.0,25,25.0
TXN001258,2025-05-04,C0187,North America,104,Wireless Optical Mouse,2,30,0.0,60.0,24,36.0
TXN001259,2025-05-04,C0113,Europe,104,Wireless Optical Mouse,1,30,0.0,30.0,12,18.0
TXN001260,2025-05-04,C0046,North America,107,RGB Mech Keyboard,1,120,0.0,120.0,70,50.0
TXN001261,2025-05-04,C0073,Asia-Pacific,102,Pro Noise-Cancel Headphones,2,180,0.0,360.0,190,170.0
TXN001262,2025-05-05,C0132,Europe,112,Standing Desk Frame,1,350,0.0,350.0,200,150.0
TXN001263,2025-05-05,C0115,Domestic,101,Smart Watch X1,1,250,0.0,250.0,140,110.0
TXN001264,2025-05-05,C0058,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001265,2025-05-05,C0070,North America,103,Ergonomic Laptop Stand,1,45,0.0,45.0,20,25.0
TXN001266,2025-05-05,C0074,Asia-Pacific,105,USB-C Multi-Hub,1,40,0.0,40.0,18,22.0
TXN001267,2025-05-05,C0073,Asia-Pacific,107,RGB Mech Keyboard,2,120,0.0,240.0,140,100.0
